Date,BTCUSDT Close,LTCUSDT Close
2022-11-22,15847.82000000,62.56000000
2022-11-23,16586.55000000,81.75000000
2022-11-24,16712.07000000,76.50000000
2022-11-25,16485.45000000,77.81000000
2022-11-26,16625.79000000,75.08000000
2022-11-27,16527.22000000,77.67000000
2022-11-28,16178.22000000,72.47000000
2022-11-29,16287.66000000,75.76000000
2022-11-30,16845.25000000,78.40000000
2022-12-01,17150.98000000,77.49000000
2022-12-02,16902.03000000,75.99000000
2022-12-03,17020.89000000,77.13000000
2022-12-04,16959.64000000,76.57000000
2022-12-05,17196.88000000,77.86000000
2022-12-06,17003.88000000,81.24000000
2022-12-07,17025.03000000,79.21000000
2022-12-08,16834.32000000,76.52000000
2022-12-09,17202.66000000,78.03000000
2022-12-10,17145.08000000,76.54000000
2022-12-11,17153.61000000,77.40000000
2022-12-12,16918.97000000,74.45000000
2022-12-13,17152.37000000,76.88000000
2022-12-14,17781.68000000,78.33000000
2022-12-15,17729.56000000,74.83000000
2022-12-16,17425.76000000,73.27000000
2022-12-17,16676.85000000,66.33000000
2022-12-18,16741.02000000,64.93000000
2022-12-19,16681.47000000,62.63000000
2022-12-20,16727.24000000,64.83000000
2022-12-21,16837.10000000,65.52000000
2022-12-22,16852.80000000,65.50000000
2022-12-23,16828.23000000,66.20000000
2022-12-24,16840.65000000,65.69000000
2022-12-25,16832.14000000,65.80000000
2022-12-26,16894.19000000,69.12000000
2022-12-27,16876.51000000,70.45000000
2022-12-28,16650.65000000,68.45000000
2022-12-29,16558.33000000,66.38000000
2022-12-30,16599.08000000,67.15000000
2022-12-31,16552.46000000,68.01000000
2023-01-01,16533.04000000,69.46000000
2023-01-02,16661.94000000,70.90000000
2023-01-03,16691.81000000,75.56000000
2023-01-04,16862.02000000,77.51000000
2023-01-05,16827.71000000,75.74000000
2023-01-06,16833.56000000,74.23000000
2023-01-07,16952.46000000,76.15000000
2023-01-08,16944.02000000,75.74000000
2023-01-09,17197.00000000,82.03000000
2023-01-10,17205.72000000,81.18000000
2023-01-11,17416.14000000,80.46000000
2023-01-12,18224.68000000,84.74000000
2023-01-13,18876.37000000,85.33000000
2023-01-14,20967.23000000,88.34000000
2023-01-15,20719.09000000,86.95000000
2023-01-16,21075.68000000,87.36000000
2023-01-17,21124.57000000,85.25000000
2023-01-18,21258.54000000,87.97000000
2023-01-19,20748.04000000,83.10000000
2023-01-20,21087.74000000,84.16000000
2023-01-21,22547.35000000,90.01000000
2023-01-22,22758.30000000,88.41000000
2023-01-23,22661.02000000,87.87000000
2023-01-24,23079.27000000,90.73000000
2023-01-25,22643.61000000,87.55000000
2023-01-26,23136.16000000,89.33000000
2023-01-27,22772.62000000,86.90000000
2023-01-28,23117.44000000,89.42000000
2023-01-29,23193.43000000,94.58000000
2023-01-30,23701.44000000,95.20000000
2023-01-31,22835.01000000,95.29000000
2023-02-01,23130.19000000,96.87000000
2023-02-02,23848.60000000,100.83000000
2023-02-03,23534.18000000,98.94000000
2023-02-04,23343.43000000,98.80000000
2023-02-05,23344.53000000,98.67000000
2023-02-06,22895.48000000,95.85000000
2023-02-07,22877.99000000,99.59000000
2023-02-08,23255.34000000,101.52000000
2023-02-09,22518.44000000,95.93000000
2023-02-10,21825.59000000,92.10000000
2023-02-11,21678.56000000,94.63000000
2023-02-12,21781.38000000,93.49000000
2023-02-13,21808.60000000,93.06000000
2023-02-14,21700.42000000,90.55000000
2023-02-15,22099.49000000,95.53000000
2023-02-16,24732.42000000,101.98000000
2023-02-17,23838.64000000,99.84000000
2023-02-18,24609.68000000,100.84000000
2023-02-19,24681.69000000,99.79000000
2023-02-20,24418.95000000,97.74000000
2023-02-21,24926.56000000,96.04000000
2023-02-22,24201.85000000,95.02000000
2023-02-23,24454.85000000,95.62000000
2023-02-24,23954.05000000,94.30000000
2023-02-25,23077.64000000,91.50000000
2023-02-26,23214.53000000,93.60000000
2023-02-27,23551.62000000,94.87000000
2023-02-28,23467.52000000,94.30000000
2023-03-01,23441.14000000,96.08000000
2023-03-02,23494.29000000,96.95000000
2023-03-03,22319.69000000,88.79000000
