Date,BTCUSDT Close,ETHUSDT Close,ETCUSDT Close,LTCUSDT Close
1611964800.0,33273.36000000,1342.71000000,7.43500000,130.21000000
1611979200.0,34046.80000000,1346.87000000,7.40180000,131.43000000
1611993600.0,33660.40000000,1340.01000000,7.51360000,130.29000000
1612008000.0,34210.20000000,1371.27000000,7.58010000,132.98000000
1612022400.0,34286.50000000,1371.51000000,7.57760000,133.61000000
1612036800.0,34262.88000000,1378.05000000,7.58590000,133.36000000
1612051200.0,33930.21000000,1357.49000000,7.53120000,131.77000000
1612065600.0,33607.98000000,1346.28000000,7.43740000,130.84000000
1612080000.0,33563.23000000,1354.29000000,7.54940000,131.30000000
1612094400.0,32862.66000000,1311.10000000,7.27640000,126.91000000
1612108800.0,32808.80000000,1305.00000000,7.42470000,128.10000000
1612123200.0,33092.98000000,1312.55000000,7.41550000,129.36000000
1612137600.0,33573.97000000,1316.92000000,7.44880000,130.36000000
1612152000.0,33803.97000000,1316.67000000,7.53220000,130.78000000
1612166400.0,34183.33000000,1336.41000000,7.53300000,134.72000000
1612180800.0,33160.17000000,1301.73000000,7.37770000,128.44000000
1612195200.0,33838.13000000,1332.74000000,7.45910000,131.31000000
1612209600.0,33526.37000000,1374.17000000,7.52410000,132.00000000
1612224000.0,33550.32000000,1368.79000000,7.48720000,133.26000000
1612238400.0,34223.38000000,1415.00000000,7.64620000,137.27000000
1612252800.0,34720.15000000,1419.58000000,7.56610000,139.10000000
1612267200.0,34708.47000000,1427.87000000,7.57290000,145.30000000
1612281600.0,35762.03000000,1516.13000000,7.66360000,145.49000000
1612296000.0,35466.24000000,1511.87000000,7.78350000,141.98000000
1612310400.0,36403.47000000,1539.57000000,7.80390000,153.45000000
1612324800.0,36297.57000000,1547.09000000,7.75470000,152.28000000
1612339200.0,35969.41000000,1537.68000000,7.76090000,150.40000000
1612353600.0,36850.00000000,1597.25000000,7.92960000,153.20000000
1612368000.0,36788.89000000,1616.10000000,7.85590000,152.82000000
1612382400.0,37618.87000000,1664.49000000,7.94130000,155.93000000
1612396800.0,37498.78000000,1645.84000000,7.80220000,149.89000000
1612411200.0,37843.40000000,1662.83000000,7.81310000,151.28000000
1612425600.0,37321.75000000,1611.74000000,7.70750000,146.63000000
1612440000.0,36564.23000000,1580.88000000,7.66440000,143.79000000
1612454400.0,37467.18000000,1652.99000000,7.71250000,147.44000000
1612468800.0,36936.66000000,1595.67000000,7.65840000,145.07000000
1612483200.0,37366.02000000,1639.99000000,7.76390000,148.05000000
1612497600.0,37653.98000000,1662.36000000,7.84850000,152.04000000
1612512000.0,37691.32000000,1662.78000000,8.19190000,153.45000000
1612526400.0,37960.76000000,1741.99000000,8.11410000,155.42000000
1612540800.0,37608.92000000,1709.91000000,8.13890000,151.43000000
1612555200.0,38290.24000000,1719.19000000,8.51740000,155.05000000
1612569600.0,39384.74000000,1682.19000000,8.52310000,161.73000000
1612584000.0,39359.12000000,1673.32000000,8.54820000,159.36000000
1612598400.0,40199.99000000,1679.67000000,8.61990000,160.64000000
1612612800.0,40864.73000000,1673.04000000,8.53000000,161.89000000
1612627200.0,40179.42000000,1707.67000000,8.96520000,158.49000000
1612641600.0,39186.94000000,1676.35000000,8.76910000,155.57000000
1612656000.0,38841.46000000,1626.53000000,8.31450000,152.16000000
1612670400.0,39030.00000000,1632.00000000,8.32300000,153.12000000
1612684800.0,39046.60000000,1624.91000000,8.32930000,151.72000000
1612699200.0,37921.11000000,1538.21000000,8.02230000,148.40000000
1612713600.0,38050.00000000,1565.44000000,8.15000000,149.57000000
1612728000.0,38795.69000000,1611.62000000,8.27870000,150.76000000
1612742400.0,38076.06000000,1581.46000000,8.13510000,148.29000000
1612756800.0,39269.95000000,1639.59000000,8.34690000,151.90000000
1612771200.0,39423.08000000,1660.48000000,8.53510000,152.87000000
1612785600.0,43716.32000000,1734.79000000,8.55180000,164.08000000
1612800000.0,43051.95000000,1695.96000000,8.63950000,162.40000000
1612814400.0,46374.87000000,1750.15000000,8.69410000,167.28000000
1612828800.0,46599.51000000,1735.04000000,9.16110000,172.25000000
1612843200.0,47505.40000000,1750.82000000,9.02250000,170.23000000
1612857600.0,46380.92000000,1753.40000000,9.11020000,168.10000000
1612872000.0,46773.63000000,1749.00000000,9.19470000,168.37000000
1612886400.0,47060.18000000,1772.56000000,9.77440000,175.42000000
1612900800.0,46420.42000000,1769.13000000,9.57800000,181.49000000
1612915200.0,46221.07000000,1809.45000000,10.80000000,188.65000000
1612929600.0,46563.69000000,1810.84000000,10.89290000,191.62000000
1612944000.0,46586.56000000,1792.02000000,10.93680000,189.53000000
1612958400.0,44353.04000000,1714.37000000,9.95880000,176.11000000
1612972800.0,45190.05000000,1742.69000000,10.25790000,179.50000000
1612987200.0,44807.58000000,1740.78000000,10.37540000,181.56000000
1613001600.0,44582.07000000,1721.86000000,11.00690000,179.75000000
1613016000.0,44700.01000000,1737.44000000,10.77570000,181.19000000
1613030400.0,46061.49000000,1763.36000000,10.92080000,185.56000000
1613044800.0,47960.85000000,1796.17000000,11.15650000,187.80000000
1613059200.0,47754.03000000,1790.66000000,11.44750000,188.95000000
1613073600.0,47969.51000000,1785.62000000,11.72050000,183.62000000
1613088000.0,47587.31000000,1764.57000000,11.78770000,182.21000000
1613102400.0,47318.81000000,1768.28000000,11.45740000,182.54000000
1613116800.0,47562.42000000,1775.61000000,11.62890000,186.09000000
1613131200.0,47021.05000000,1789.03000000,11.50180000,184.07000000
1613145600.0,47272.95000000,1840.36000000,11.68980000,189.90000000
1613160000.0,47287.60000000,1840.26000000,11.92650000,196.69000000
1613174400.0,47829.22000000,1863.87000000,12.27070000,206.15000000
1613188800.0,46995.72000000,1806.60000000,12.05000000,199.14000000
1613203200.0,46589.20000000,1782.95000000,12.20060000,196.42000000
1613217600.0,47076.01000000,1816.54000000,12.79500000,214.96000000
1613232000.0,46870.15000000,1799.44000000,15.45800000,222.02000000
1613246400.0,47153.69000000,1814.96000000,16.63770000,225.76000000
1613260800.0,47267.21000000,1809.03000000,16.35410000,215.37000000
1613275200.0,48725.18000000,1831.70000000,15.98620000,228.82000000
1613289600.0,49055.16000000,1831.88000000,17.17920000,222.21000000
1613304000.0,48541.18000000,1799.05000000,16.02820000,212.50000000
1613318400.0,48693.39000000,1804.55000000,16.14420000,212.71000000
1613332800.0,48577.79000000,1800.42000000,16.07200000,213.49000000
1613347200.0,47120.30000000,1727.64000000,14.55670000,199.13000000
1613361600.0,47267.06000000,1749.67000000,14.90410000,201.97000000
1613376000.0,47802.66000000,1787.48000000,15.19760000,208.27000000
1613390400.0,47938.83000000,1810.28000000,15.61570000,211.60000000
1613404800.0,48657.31000000,1824.71000000,15.54750000,218.90000000
1613419200.0,47911.10000000,1779.25000000,14.68260000,207.83000000
1613433600.0,49624.03000000,1822.00000000,15.32850000,217.57000000
1613448000.0,49163.46000000,1797.57000000,15.03160000,214.67000000
1613462400.0,48915.48000000,1783.13000000,14.71770000,213.27000000
1613476800.0,48956.91000000,1773.22000000,14.50140000,209.93000000
1613491200.0,48537.39000000,1752.08000000,14.14660000,206.64000000
1613505600.0,49133.45000000,1781.99000000,14.39070000,210.26000000
1613520000.0,49657.38000000,1753.61000000,14.19750000,208.91000000
1613534400.0,51112.39000000,1806.21000000,14.60000000,218.88000000
1613548800.0,51273.46000000,1807.60000000,15.51000000,224.24000000
1613563200.0,51169.97000000,1812.00000000,15.27520000,229.72000000
1613577600.0,52142.35000000,1837.76000000,15.06140000,231.07000000
1613592000.0,52119.71000000,1849.88000000,15.30150000,237.49000000
1613606400.0,52032.64000000,1891.99000000,15.32990000,232.35000000
1613620800.0,51901.96000000,1898.85000000,15.31850000,230.02000000
1613635200.0,51374.07000000,1900.41000000,14.91040000,225.16000000
1613649600.0,51585.29000000,1907.91000000,14.75210000,225.14000000
1613664000.0,51760.01000000,1922.55000000,14.87990000,224.30000000
1613678400.0,51552.60000000,1939.61000000,14.94580000,226.59000000
1613692800.0,51245.00000000,1910.21000000,14.60750000,225.05000000
1613707200.0,51727.08000000,1919.10000000,15.36260000,231.99000000
1613721600.0,52710.00000000,1934.38000000,15.37320000,232.90000000
1613736000.0,53863.19000000,1929.91000000,15.23280000,231.59000000
1613750400.0,54990.01000000,1952.88000000,15.05600000,236.08000000
1613764800.0,55906.00000000,1955.00000000,15.38760000,236.50000000
1613779200.0,55706.07000000,2018.93000000,16.31830000,243.20000000
1613793600.0,55207.92000000,1984.73000000,16.30260000,237.25000000
1613808000.0,56355.91000000,1999.58000000,16.14590000,240.93000000
1613822400.0,56145.97000000,1978.79000000,15.63350000,232.85000000
1613836800.0,56975.12000000,1992.56000000,15.70090000,234.60000000
1613851200.0,55841.19000000,1913.00000000,15.08330000,226.65000000
1613865600.0,56505.22000000,1933.71000000,15.15310000,227.30000000
1613880000.0,56091.76000000,1912.69000000,15.13990000,221.15000000
1613894400.0,57284.79000000,1961.62000000,15.73090000,228.51000000
1613908800.0,57313.99000000,1959.90000000,16.24970000,230.05000000
1613923200.0,58072.62000000,1966.13000000,15.94170000,230.87000000
1613937600.0,57408.57000000,1933.53000000,15.66900000,227.13000000
1613952000.0,55860.12000000,1870.36000000,15.06110000,218.94000000
1613966400.0,56422.92000000,1886.63000000,15.29360000,222.90000000
1613980800.0,54524.94000000,1802.65000000,14.56970000,208.36000000
1613995200.0,53236.69000000,1733.29000000,13.55460000,199.16000000
1614009600.0,53581.69000000,1746.42000000,13.42540000,202.59000000
1614024000.0,54087.67000000,1777.58000000,13.93590000,208.32000000
1614038400.0,51906.36000000,1679.91000000,12.72490000,195.82000000
1614052800.0,49640.33000000,1586.64000000,12.16800000,189.42000000
1614067200.0,46369.29000000,1453.07000000,10.48010000,168.52000000
1614081600.0,48602.03000000,1573.99000000,11.31190000,177.42000000
1614096000.0,45523.00000000,1447.64000000,10.23210000,162.36000000
1614110400.0,48891.00000000,1577.89000000,11.36510000,177.34000000
1614124800.0,50874.99000000,1636.57000000,12.29950000,183.89000000
1614139200.0,50090.57000000,1642.33000000,12.06670000,180.67000000
1614153600.0,50360.02000000,1677.41000000,12.13460000,185.73000000
1614168000.0,49819.50000000,1660.45000000,11.77650000,182.93000000
1614182400.0,48959.93000000,1599.20000000,11.69600000,178.09000000
1614196800.0,49676.20000000,1623.39000000,11.87290000,181.43000000
1614211200.0,50206.97000000,1603.87000000,11.62500000,181.33000000
1614225600.0,50395.99000000,1633.80000000,11.80680000,182.67000000
1614240000.0,50294.80000000,1621.93000000,11.82760000,194.89000000
1614254400.0,50849.99000000,1627.57000000,11.98940000,203.42000000
1614268800.0,49443.86000000,1585.30000000,11.54910000,192.31000000
1614283200.0,47073.73000000,1481.75000000,11.03900000,179.36000000
1614297600.0,47330.24000000,1491.25000000,10.85820000,176.51000000
1614312000.0,44973.68000000,1430.39000000,10.26070000,166.75000000
1614326400.0,46427.65000000,1483.74000000,10.59700000,171.36000000
1614340800.0,47594.65000000,1532.48000000,10.92800000,176.37000000
1614355200.0,46959.17000000,1479.50000000,10.86790000,174.45000000
1614369600.0,46276.87000000,1444.59000000,10.71530000,170.25000000
1614384000.0,47423.08000000,1490.86000000,11.06160000,175.89000000
1614398400.0,47158.53000000,1490.30000000,11.11910000,175.17000000
1614412800.0,47299.99000000,1469.81000000,11.18750000,174.84000000
1614427200.0,46528.64000000,1453.55000000,11.06980000,171.92000000
1614441600.0,47405.39000000,1512.00000000,11.42980000,176.62000000
1614456000.0,46106.43000000,1458.13000000,11.09910000,171.76000000
1614470400.0,44629.17000000,1369.29000000,10.36220000,158.22000000
1614484800.0,44400.83000000,1342.50000000,10.16230000,158.45000000
1614499200.0,45284.86000000,1371.53000000,10.34570000,163.48000000
1614513600.0,43391.14000000,1318.22000000,9.83140000,155.87000000
1614528000.0,44405.32000000,1389.24000000,10.23370000,162.42000000
1614542400.0,45135.66000000,1419.18000000,10.36560000,165.22000000
1614556800.0,46336.37000000,1434.06000000,10.39920000,165.50000000
1614571200.0,46288.18000000,1437.74000000,10.36550000,165.49000000
1614585600.0,47722.78000000,1524.96000000,10.74940000,170.86000000
1614600000.0,49188.00000000,1551.73000000,11.07060000,174.88000000
1614614400.0,48262.83000000,1513.26000000,10.68020000,170.69000000
1614628800.0,49587.03000000,1569.86000000,11.07830000,175.89000000
1614643200.0,48974.75000000,1555.48000000,10.98040000,173.22000000
1614657600.0,48331.61000000,1539.03000000,10.95250000,172.30000000
1614672000.0,48844.13000000,1567.59000000,11.24500000,181.00000000
1614686400.0,48676.08000000,1553.48000000,11.06390000,179.13000000
1614700800.0,47467.43000000,1479.91000000,10.70180000,172.13000000
1614715200.0,48440.65000000,1486.78000000,10.90810000,179.08000000
1614729600.0,48704.75000000,1522.67000000,11.09870000,185.00000000
1614744000.0,49752.97000000,1566.35000000,11.32080000,193.65000000
1614758400.0,51666.33000000,1607.24000000,11.55070000,192.20000000
1614772800.0,50767.36000000,1600.57000000,11.38340000,193.91000000
1614787200.0,50857.17000000,1605.93000000,11.29320000,190.03000000
1614801600.0,50349.37000000,1567.69000000,11.25160000,187.64000000
1614816000.0,49574.89000000,1555.08000000,11.22720000,185.26000000
1614830400.0,49696.49000000,1571.53000000,11.44420000,188.04000000
1614844800.0,49323.32000000,1561.59000000,11.27070000,184.86000000
1614859200.0,49412.60000000,1577.22000000,11.49170000,185.19000000
1614873600.0,48000.36000000,1526.71000000,10.87570000,178.92000000
1614888000.0,48374.09000000,1539.23000000,11.00040000,180.67000000
1614902400.0,47289.81000000,1481.67000000,10.74010000,172.97000000
1614916800.0,47380.00000000,1474.17000000,10.76780000,174.10000000
1614931200.0,47478.87000000,1480.15000000,10.75110000,174.86000000
1614945600.0,47867.45000000,1481.41000000,10.69380000,175.90000000
1614960000.0,49295.47000000,1533.58000000,11.00020000,179.97000000
1614974400.0,48751.71000000,1528.31000000,10.94370000,180.23000000
1614988800.0,48657.72000000,1531.70000000,10.88850000,179.66000000
1615003200.0,48820.12000000,1589.31000000,11.17880000,183.73000000
1615017600.0,48171.01000000,1564.07000000,11.05750000,181.41000000
1615032000.0,47267.88000000,1544.41000000,10.75580000,177.14000000
1615046400.0,48341.01000000,1620.71000000,10.99860000,180.99000000
1615060800.0,48882.20000000,1650.35000000,11.11340000,182.85000000
1615075200.0,49551.44000000,1648.98000000,11.48110000,184.44000000
1615089600.0,50052.68000000,1684.54000000,11.67350000,186.01000000
1615104000.0,50705.52000000,1678.36000000,11.52640000,187.94000000
1615118400.0,50585.23000000,1652.00000000,11.49730000,185.82000000
1615132800.0,50381.68000000,1658.26000000,11.28810000,186.91000000
1615147200.0,50971.75000000,1726.16000000,11.54660000,190.75000000
1615161600.0,50598.49000000,1723.68000000,11.62830000,188.70000000
1615176000.0,49755.24000000,1690.11000000,11.36980000,184.95000000
1615190400.0,50496.82000000,1723.50000000,11.36700000,184.29000000
1615204800.0,51054.99000000,1742.06000000,11.47560000,186.22000000
1615219200.0,51310.82000000,1773.60000000,11.51650000,187.68000000
1615233600.0,52375.17000000,1833.18000000,11.70820000,191.85000000
1615248000.0,53840.62000000,1848.00000000,12.30660000,198.71000000
1615262400.0,53546.90000000,1811.44000000,12.03000000,196.69000000
1615276800.0,54233.32000000,1827.21000000,12.13980000,199.62000000
1615291200.0,54097.02000000,1832.38000000,12.13390000,199.99000000
1615305600.0,54108.79000000,1828.05000000,12.17310000,198.18000000
1615320000.0,54884.50000000,1870.51000000,12.39560000,203.81000000
1615334400.0,53467.80000000,1777.33000000,11.79700000,193.39000000
1615348800.0,54173.38000000,1806.51000000,12.01610000,197.71000000
1615363200.0,54858.47000000,1814.86000000,12.02110000,197.26000000
1615377600.0,56328.81000000,1831.00000000,12.23400000,202.97000000
1615392000.0,56739.40000000,1838.92000000,12.19360000,204.14000000
1615406400.0,55851.59000000,1795.12000000,11.95800000,200.29000000
1615420800.0,55992.60000000,1802.35000000,12.42960000,199.64000000
1615435200.0,55034.20000000,1766.37000000,12.03500000,194.51000000
1615449600.0,56227.34000000,1779.14000000,12.41770000,197.48000000
1615464000.0,56347.19000000,1795.16000000,12.15580000,197.92000000
1615478400.0,56827.84000000,1793.48000000,12.07770000,198.15000000
1615492800.0,57773.16000000,1825.78000000,12.25930000,201.36000000
1615507200.0,57104.17000000,1818.09000000,12.36650000,209.93000000
1615521600.0,56670.90000000,1794.36000000,12.21510000,209.00000000
