Date,BTCUSDT Close,ETHUSDT Close,ETCUSDT Close,LTCUSDT Close
2022-01-01,46656.13000000,3723.04000000,34.51000000,149.00000000
2022-01-02,47625.30000000,3761.58000000,34.78000000,150.30000000
2022-01-03,47050.08000000,3807.03000000,35.13000000,150.50000000
2022-01-04,46244.37000000,3743.11000000,34.49000000,147.50000000
2022-01-05,46271.57000000,3810.13000000,34.40000000,147.70000000
2022-01-06,43680.94000000,3538.85000000,31.98000000,136.90000000
2022-01-07,42788.15000000,3366.71000000,31.53000000,135.40000000
2022-01-08,41991.89000000,3235.79000000,30.91000000,133.20000000
2022-01-09,41773.24000000,3119.43000000,29.65000000,131.00000000
2022-01-10,41655.18000000,3136.78000000,29.64000000,129.80000000
2022-01-11,41593.70000000,3054.75000000,28.47000000,126.10000000
2022-01-12,42675.00000000,3233.18000000,29.66000000,131.40000000
2022-01-13,43720.00000000,3353.75000000,31.01000000,140.00000000
2022-01-14,42750.66000000,3268.57000000,30.62000000,138.10000000
2022-01-15,43100.01000000,3314.44000000,32.38000000,147.40000000
2022-01-16,43069.70000000,3331.92000000,32.65000000,147.50000000
2022-01-17,42891.12000000,3326.00000000,32.02000000,145.40000000
2022-01-18,42361.80000000,3228.64000000,31.84000000,152.80000000
2022-01-19,42252.73000000,3152.98000000,33.85000000,141.50000000
2022-01-20,41828.24000000,3112.69000000,31.19000000,137.90000000
2022-01-21,40894.80000000,3016.60000000,29.56000000,130.20000000
2022-01-22,36487.96000000,2591.58000000,26.05000000,114.80000000
2022-01-23,35401.10000000,2448.00000000,24.61000000,110.10000000
2022-01-24,35840.29000000,2490.26000000,24.69000000,110.10000000
2022-01-25,36037.58000000,2388.02000000,23.73000000,107.00000000
2022-01-26,36638.50000000,2423.66000000,23.84000000,107.00000000
2022-01-27,37004.43000000,2484.44000000,24.53000000,107.30000000
2022-01-28,37157.27000000,2431.65000000,24.32000000,107.40000000
2022-01-29,37788.27000000,2561.40000000,25.18000000,109.90000000
2022-01-30,37816.45000000,2568.64000000,25.05000000,109.30000000
2022-01-31,36829.30000000,2538.98000000,24.23000000,105.80000000
2022-02-01,38342.36000000,2689.05000000,25.74000000,109.10000000
2022-02-02,38557.27000000,2772.63000000,27.87000000,113.90000000
2022-02-03,36878.39000000,2694.47000000,26.33000000,108.40000000
2022-02-04,37180.53000000,2687.96000000,27.71000000,109.70000000
2022-02-05,41471.41000000,2981.27000000,29.28000000,118.80000000
2022-02-06,41478.68000000,3026.31000000,29.59000000,122.60000000
2022-02-07,41830.55000000,3010.02000000,29.52000000,126.30000000
2022-02-08,43850.00000000,3129.72000000,32.29000000,138.20000000
2022-02-09,44243.99000000,3129.08000000,32.35000000,134.30000000
2022-02-10,44103.29000000,3220.09000000,34.27000000,139.00000000
2022-02-11,43040.01000000,3038.70000000,33.84000000,131.40000000
2022-02-12,42311.00000000,2930.40000000,32.42000000,124.80000000
2022-02-13,42390.82000000,2933.88000000,32.77000000,127.20000000
2022-02-14,42113.12000000,2870.34000000,33.07000000,125.10000000
2022-02-15,42576.18000000,2920.41000000,31.23000000,124.30000000
2022-02-16,44195.77000000,3161.00000000,33.02000000,130.30000000
2022-02-17,44060.74000000,3150.99000000,32.50000000,127.80000000
2022-02-18,40563.91000000,2889.73000000,29.58000000,117.10000000
2022-02-19,40201.59000000,2810.19000000,29.04000000,115.70000000
2022-02-20,39924.54000000,2731.45000000,28.38000000,114.60000000
2022-02-21,38741.34000000,2667.82000000,27.60000000,112.40000000
2022-02-22,37229.72000000,2596.85000000,25.41000000,103.90000000
