Date,Open,High,Low,Close,Volume,OpenInterest
1640995200.0,3676.22000000,3748.45000000,3676.22000000,3723.96000000,26592.76930000,0.0
1641009600.0,3723.96000000,3765.27000000,3701.00000000,3715.31000000,27251.14010000,0.0
1641024000.0,3715.32000000,3733.84000000,3673.46000000,3693.37000000,23727.99490000,0.0
1641038400.0,3693.38000000,3745.36000000,3691.88000000,3725.30000000,27056.80640000,0.0
1641052800.0,3725.29000000,3766.00000000,3718.71000000,3747.61000000,27250.41990000,0.0
1641067200.0,3747.60000000,3776.45000000,3740.00000000,3765.54000000,22264.76620000,0.0
1641081600.0,3765.54000000,3771.00000000,3741.80000000,3758.55000000,18383.53110000,0.0
1641096000.0,3758.13000000,3761.92000000,3717.30000000,3747.22000000,19265.86800000,0.0
1641110400.0,3747.22000000,3770.00000000,3732.39000000,3744.01000000,16876.84200000,0.0
1641124800.0,3744.06000000,3790.38000000,3730.33000000,3778.17000000,24828.14980000,0.0
1641139200.0,3778.17000000,3857.44000000,3771.91000000,3798.72000000,54477.91690000,0.0
1641153600.0,3799.00000000,3840.02000000,3794.24000000,3828.27000000,20959.11850000,0.0
1641168000.0,3828.11000000,3828.79000000,3775.70000000,3785.00000000,31303.86310000,0.0
1641182400.0,3785.24000000,3822.99000000,3780.30000000,3808.88000000,25284.96700000,0.0
1641196800.0,3808.88000000,3845.00000000,3789.66000000,3834.61000000,33876.14950000,0.0
1641211200.0,3834.61000000,3853.09000000,3777.00000000,3784.04000000,45884.80920000,0.0
1641225600.0,3784.04000000,3795.00000000,3735.20000000,3738.40000000,41527.36820000,0.0
1641240000.0,3738.39000000,3778.67000000,3680.00000000,3765.89000000,58368.70160000,0.0
1641254400.0,3765.89000000,3774.36000000,3713.11000000,3744.23000000,31746.50420000,0.0
1641268800.0,3744.04000000,3764.53000000,3726.60000000,3763.87000000,23326.70650000,0.0
1641283200.0,3763.88000000,3840.00000000,3757.58000000,3836.19000000,56266.28920000,0.0
1641297600.0,3836.19000000,3900.73000000,3815.06000000,3849.52000000,70762.94940000,0.0
1641312000.0,3849.51000000,3865.64000000,3758.40000000,3812.31000000,72941.02700000,0.0
1641326400.0,3812.05000000,3832.51000000,3783.89000000,3785.11000000,33215.07860000,0.0
1641340800.0,3785.10000000,3826.05000000,3766.00000000,3809.45000000,28599.39670000,0.0
1641355200.0,3809.44000000,3822.89000000,3797.49000000,3815.74000000,20741.08300000,0.0
1641369600.0,3815.73000000,3848.00000000,3781.42000000,3791.69000000,36435.10130000,0.0
1641384000.0,3791.69000000,3833.00000000,3761.44000000,3820.97000000,46181.36800000,0.0
1641398400.0,3820.97000000,3823.33000000,3645.60000000,3655.30000000,91109.24900000,0.0
1641412800.0,3655.29000000,3666.14000000,3415.00000000,3540.63000000,174875.83830000,0.0
1641427200.0,3539.82000000,3550.43000000,3445.75000000,3448.83000000,84114.40640000,0.0
1641441600.0,3448.83000000,3480.42000000,3406.24000000,3453.12000000,95682.85490000,0.0
1641456000.0,3453.04000000,3456.05000000,3300.00000000,3349.49000000,134482.58450000,0.0
1641470400.0,3349.49000000,3426.00000000,3318.00000000,3397.01000000,88961.66320000,0.0
1641484800.0,3397.01000000,3461.33000000,3382.11000000,3447.29000000,61229.44410000,0.0
1641499200.0,3447.28000000,3458.73000000,3405.74000000,3406.81000000,32274.78820000,0.0
1641513600.0,3406.81000000,3416.76000000,3227.82000000,3238.74000000,98869.04970000,0.0
1641528000.0,3238.74000000,3251.42000000,3113.25000000,3202.25000000,182082.16870000,0.0
1641542400.0,3201.75000000,3289.00000000,3188.01000000,3225.68000000,90340.77230000,0.0
1641556800.0,3225.86000000,3268.79000000,3064.42000000,3131.69000000,163786.62340000,0.0
1641571200.0,3131.69000000,3222.69000000,3091.00000000,3197.32000000,93458.94220000,0.0
1641585600.0,3197.33000000,3225.24000000,3165.17000000,3199.24000000,41094.16990000,0.0
1641600000.0,3198.68000000,3246.70000000,3181.00000000,3203.50000000,41016.56300000,0.0
1641614400.0,3203.77000000,3230.01000000,3191.50000000,3216.13000000,35052.48630000,0.0
1641628800.0,3216.14000000,3250.00000000,3198.64000000,3219.95000000,47637.13420000,0.0
1641643200.0,3219.96000000,3230.33000000,3147.09000000,3160.72000000,51005.60130000,0.0
1641657600.0,3160.33000000,3180.00000000,3000.00000000,3028.75000000,151772.32310000,0.0
1641672000.0,3028.75000000,3133.56000000,3003.30000000,3080.95000000,74207.99820000,0.0
1641686400.0,3080.98000000,3146.25000000,3057.35000000,3120.57000000,57736.12820000,0.0
1641700800.0,3120.56000000,3147.53000000,3116.38000000,3127.51000000,29104.94680000,0.0
1641715200.0,3127.51000000,3140.00000000,3084.81000000,3128.42000000,45132.74570000,0.0
1641729600.0,3128.42000000,3135.00000000,3072.71000000,3098.05000000,41899.31280000,0.0
1641744000.0,3098.06000000,3209.64000000,3092.34000000,3203.91000000,67564.00800000,0.0
1641758400.0,3204.11000000,3211.72000000,3143.84000000,3151.97000000,34437.02280000,0.0
1641772800.0,3151.97000000,3171.25000000,3128.11000000,3155.04000000,34457.66780000,0.0
1641787200.0,3155.04000000,3185.00000000,3152.00000000,3163.24000000,37150.89920000,0.0
